year,month,day,hour,NCP kW,CP kW,kWh
2018,5,4,2,2880,,
2018,5,4,3,2736,,
2018,5,4,4,2784,,
2018,5,4,5,2808,,
2018,5,4,6,3000,,
2018,5,4,7,3528,,
2018,5,4,8,3768,,
2018,5,4,9,4032,,
2018,5,4,10,4152,,
2018,5,4,11,4032,,
2018,5,4,12,4224,,
2018,5,4,13,4392,,
2018,5,4,14,4560,,
2018,5,4,15,4536,,
2018,5,4,16,4488,,
2018,5,4,17,4536,,
2018,5,4,18,4296,,
2018,5,4,19,4320,,
2018,5,4,20,4176,,
2018,5,4,21,4248,,
2018,5,4,22,4176,,
2018,5,4,23,3960,,
2018,5,4,24,3864,,
2018,5,5,1,3408,,
2018,5,5,2,3024,,
2018,5,5,3,2880,,
2018,5,5,4,2856,,
2018,5,5,5,2904,,
2018,5,5,6,3000,,
2018,5,5,7,3168,,
2018,5,5,8,3360,,
2018,5,5,9,3552,,
2018,5,5,10,3768,,
2018,5,5,11,3744,,
2018,5,5,12,3768,,
2018,5,5,13,3936,,
2018,5,5,14,4152,,
2018,5,5,15,4200,,
2018,5,5,16,4152,,
2018,5,5,17,4176,,
2018,5,5,18,4176,,
2018,5,5,19,4248,,
2018,5,5,20,4128,,
2018,5,5,21,4152,,
2018,5,5,22,4080,,
2018,5,5,23,3888,,
2018,5,5,24,3744,,
2018,5,6,1,3480,,
2018,5,6,2,3336,,
2018,5,6,3,3048,,
2018,5,6,4,3024,,
2018,5,6,5,3000,,
2018,5,6,6,3072,,
2018,5,6,7,3120,,
2018,5,6,8,3312,,
2018,5,6,9,3408,,
2018,5,6,10,3336,,
2018,5,6,11,3264,,
2018,5,6,12,3240,,
2018,5,6,13,3312,,
2018,5,6,14,3408,,
2018,5,6,15,3456,,
2018,5,6,16,3744,,
2018,5,6,17,3960,,
2018,5,6,18,3792,,
2018,5,6,19,3768,,
2018,5,6,20,3744,,
2018,5,6,21,3840,,
2018,5,6,22,3888,,
2018,5,6,23,3672,,
2018,5,6,24,3504,,
2018,5,7,1,3288,,
2018,5,7,2,3120,,
2018,5,7,3,2904,,
2018,5,7,4,2856,,
2018,5,7,5,2880,,
2018,5,7,6,3168,,
2018,5,7,7,3792,,
2018,5,7,8,3816,,
2018,5,7,9,3960,,
2018,5,7,10,4128,,
2018,5,7,11,5064,,
2018,5,7,12,5256,,
2018,5,7,13,3792,,
2018,5,7,14,4920,,
2018,5,7,15,4752,,
2018,5,7,16,3984,,
2018,5,7,17,3864,,
2018,5,7,18,3696,,
2018,5,7,19,3648,,
2018,5,7,20,3624,,
2018,5,7,21,3744,,
2018,5,7,22,3648,,
2018,5,7,23,3528,,
2018,5,7,24,3480,,
2018,5,8,1,3264,,
2018,5,8,2,3048,,
2018,5,8,3,2856,,
2018,5,8,4,2928,,
2018,5,8,5,2928,,
2018,5,8,6,3288,,
2018,5,8,7,3864,,
2018,5,8,8,3864,,
2018,5,8,9,3984,,
2018,5,8,10,4008,,
2018,5,8,11,3936,,
2018,5,8,12,3768,,
2018,5,8,13,3696,,
2018,5,8,14,3840,,
2018,5,8,15,3840,,
2018,5,8,16,3744,,
2018,5,8,17,3624,,
2018,5,8,18,3528,,
2018,5,8,19,3672,,
2018,5,8,20,3696,,
2018,5,8,21,3792,,
2018,5,8,22,3840,,
2018,5,8,23,3648,,
2018,5,8,24,3504,,
2018,5,9,1,3216,,
2018,5,9,2,3072,,
2018,5,9,3,3072,,
2018,5,9,4,3120,,
2018,5,9,5,2856,,
2018,5,9,6,2928,,
2018,5,9,7,3528,,
2018,5,9,8,3720,,
2018,5,9,9,3840,,
2018,5,9,10,4680,,
2018,5,9,11,4752,,
2018,5,9,12,4080,,
2018,5,9,13,4104,,
2018,5,9,14,3888,,
2018,5,9,15,3912,,
2018,5,9,16,4104,,
2018,5,9,17,4056,,
2018,5,9,18,3840,,
2018,5,9,19,3816,,
2018,5,9,20,3816,,
2018,5,9,21,3912,,
2018,5,9,22,3888,,
2018,5,9,23,3696,,
2018,5,9,24,3480,,
2018,5,10,1,3288,,
2018,5,10,2,3048,,
2018,5,10,3,2856,,
2018,5,10,4,3000,,
2018,5,10,5,2976,,
2018,5,10,6,3192,,
2018,5,10,7,3648,,
2018,5,10,8,3816,,
2018,5,10,9,3936,,
2018,5,10,10,4008,,
2018,5,10,11,4080,,
2018,5,10,12,4128,,
2018,5,10,13,4128,,
2018,5,10,14,5160,,
2018,5,10,15,5928,,
2018,5,10,16,4800,,
2018,5,10,17,4632,,
2018,5,10,18,4344,,
2018,5,10,19,4248,,
2018,5,10,20,4080,,
2018,5,10,21,4104,,
2018,5,10,22,4056,,
2018,5,10,23,3792,,
2018,5,10,24,3648,,
2018,5,11,1,3408,,
2018,5,11,2,3120,,
2018,5,11,3,2904,,
2018,5,11,4,2928,,
2018,5,11,5,2928,,
2018,5,11,6,3192,,
2018,5,11,7,3888,,
2018,5,11,8,3984,,
2018,5,11,9,4128,,
2018,5,11,10,4320,,
2018,5,11,11,4464,,
2018,5,11,12,4632,,
2018,5,11,13,4656,,
2018,5,11,14,4584,,
2018,5,11,15,4872,,
2018,5,11,16,4872,,
2018,5,11,17,4824,,
2018,5,11,18,4584,,
2018,5,11,19,4728,,
2018,5,11,20,4584,,
2018,5,11,21,4512,,
2018,5,11,22,4392,,
2018,5,11,23,4176,,
2018,5,11,24,3912,,
2018,5,12,1,3840,,
2018,5,12,2,3600,,
2018,5,12,3,3408,,
2018,5,12,4,3096,,
2018,5,12,5,3048,,
2018,5,12,6,3048,,
2018,5,12,7,3192,,
2018,5,12,8,3528,,
2018,5,12,9,3768,,
2018,5,12,10,4056,,
2018,5,12,11,4320,,
2018,5,12,12,4608,,
2018,5,12,13,4680,,
2018,5,12,14,4752,,
2018,5,12,15,4800,,
2018,5,12,16,5040,,
2018,5,12,17,4944,,
2018,5,12,18,5040,,
2018,5,12,19,5016,,
2018,5,12,20,4824,,
2018,5,12,21,4680,,
2018,5,12,22,4560,,
2018,5,12,23,4440,,
2018,5,12,24,4104,,
2018,5,13,1,3816,,
2018,5,13,2,3432,,
2018,5,13,3,3144,,
2018,5,13,4,3168,,
2018,5,13,5,3072,,
2018,5,13,6,2976,,
2018,5,13,7,2976,,
2018,5,13,8,3408,,
2018,5,13,9,3672,,
2018,5,13,10,4032,,
2018,5,13,11,4296,,
2018,5,13,12,4320,,
2018,5,13,13,4512,,
2018,5,13,14,4680,,
2018,5,13,15,4800,,
2018,5,13,16,4680,,
2018,5,13,17,4752,,
2018,5,13,18,4776,,
2018,5,13,19,4776,,
2018,5,13,20,4632,,
2018,5,13,21,4656,,
2018,5,13,22,4560,,
2018,5,13,23,4344,,
2018,5,13,24,4080,,
2018,5,14,1,3744,,
2018,5,14,2,3264,,
2018,5,14,3,3192,,
2018,5,14,4,3168,,
2018,5,14,5,3168,,
2018,5,14,6,3288,,
2018,5,14,7,3792,,
2018,5,14,8,3960,,
2018,5,14,9,4224,,
2018,5,14,10,4488,,
2018,5,14,11,5040,,
2018,5,14,12,5544,,
2018,5,14,13,4920,,
2018,5,14,14,5976,,
2018,5,14,15,5832,,
2018,5,14,16,5424,,
2018,5,14,17,5448,,
2018,5,14,18,5136,,
2018,5,14,19,5136,,
2018,5,14,20,4992,,
2018,5,14,21,4872,,
2018,5,14,22,4752,,
2018,5,14,23,4440,,
2018,5,14,24,3912,,
2018,5,15,1,3672,,
2018,5,15,2,3648,,
2018,5,15,3,3408,,
2018,5,15,4,3288,,
2018,5,15,5,3216,,
2018,5,15,6,3384,,
2018,5,15,7,3888,,
2018,5,15,8,4056,,
2018,5,15,9,4368,,
2018,5,15,10,4560,,
2018,5,15,11,4632,,
2018,5,15,12,4800,,
2018,5,15,13,4776,,
2018,5,15,14,4800,,
2018,5,15,15,5184,,
2018,5,15,16,5232,,
2018,5,15,17,5136,,
2018,5,15,18,5112,,
2018,5,15,19,5088,,
2018,5,15,20,4920,,
2018,5,15,21,4824,,
2018,5,15,22,4752,,
2018,5,15,23,4608,,
2018,5,15,24,4344,,
2018,5,16,1,3984,,
2018,5,16,2,3576,,
2018,5,16,3,3336,,
2018,5,16,4,3336,,
2018,5,16,5,3120,,
2018,5,16,6,3216,,
2018,5,16,7,3648,,
2018,5,16,8,3864,,
2018,5,16,9,4224,,
2018,5,16,10,4272,,
2018,5,16,11,4680,,
2018,5,16,12,5064,,
2018,5,16,13,4536,,
2018,5,16,14,5040,,
2018,5,16,15,4872,,
2018,5,16,16,4728,,
2018,5,16,17,4752,,
2018,5,16,18,4440,,
2018,5,16,19,4344,,
2018,5,16,20,4272,,
2018,5,16,21,4272,,
2018,5,16,22,4080,,
2018,5,16,23,4008,,
2018,5,16,24,3864,,
2018,5,17,1,3600,,
2018,5,17,2,3384,,
2018,5,17,3,3312,,
2018,5,17,4,3384,,
2018,5,17,5,3264,,
2018,5,17,6,3456,,
2018,5,17,7,3912,,
2018,5,17,8,4008,,
2018,5,17,9,4296,,
2018,5,17,10,4344,,
2018,5,17,11,4032,,
2018,5,17,12,4296,,
2018,5,17,13,4320,,
2018,5,17,14,4416,,
2018,5,17,15,4344,,
2018,5,17,16,4224,,
2018,5,17,17,4200,,
2018,5,17,18,4176,,
2018,5,17,19,4080,,
2018,5,17,20,4080,,
2018,5,17,21,4032,,
2018,5,17,22,4032,,
2018,5,17,23,4008,,
2018,5,17,24,3816,,
2018,5,18,1,3600,,
2018,5,18,2,2976,,
2018,5,18,3,3216,,
2018,5,18,4,3288,,
2018,5,18,5,3192,,
2018,5,18,6,3456,,
2018,5,18,7,3912,,
2018,5,18,8,4128,,
2018,5,18,9,4320,,
2018,5,18,10,4440,,
2018,5,18,11,4416,,
2018,5,18,12,4776,,
2018,5,18,13,4728,,
2018,5,18,14,4656,,
2018,5,18,15,4656,,
2018,5,18,16,4656,,
2018,5,18,17,4512,,
2018,5,18,18,4320,,
2018,5,18,19,4224,,
2018,5,18,20,4128,,
2018,5,18,21,4224,,
2018,5,18,22,4296,,
2018,5,18,23,4176,,
2018,5,18,24,4032,,
2018,5,19,1,3696,,
2018,5,19,2,3456,,
2018,5,19,3,3168,,
2018,5,19,4,3144,,
2018,5,19,5,3096,,
2018,5,19,6,3144,,
2018,5,19,7,3264,,
2018,5,19,8,3600,,
2018,5,19,9,3936,,
2018,5,19,10,4032,,
2018,5,19,11,4008,,
2018,5,19,12,4200,,
2018,5,19,13,4080,,
2018,5,19,14,3960,,
2018,5,19,15,3816,,
2018,5,19,16,3888,,
2018,5,19,17,4008,,
2018,5,19,18,4056,,
2018,5,19,19,3960,,
2018,5,19,20,3984,,
2018,5,19,21,4056,,
2018,5,19,22,3984,,
2018,5,19,23,3936,,
2018,5,19,24,3744,,
2018,5,20,1,3576,,
2018,5,20,2,2952,,
2018,5,20,3,2712,,
2018,5,20,4,3024,,
2018,5,20,5,3168,,
2018,5,20,6,3240,,
2018,5,20,7,3288,,
2018,5,20,8,3384,,
2018,5,20,9,3912,,
2018,5,20,10,4152,,
2018,5,20,11,4008,,
2018,5,20,12,3984,,
2018,5,20,13,4128,,
2018,5,20,14,4128,,
2018,5,20,15,4392,,
2018,5,20,16,4512,,
2018,5,20,17,4488,,
2018,5,20,18,4488,,
2018,5,20,19,4464,,
2018,5,20,20,4608,,
2018,5,20,21,4584,,
2018,5,20,22,4368,,
2018,5,20,23,4296,,
2018,5,20,24,4032,,
2018,5,21,1,3696,,
2018,5,21,2,3312,,
2018,5,21,3,3144,,
2018,5,21,4,3192,,
2018,5,21,5,3216,,
2018,5,21,6,3384,,
2018,5,21,7,3720,,
2018,5,21,8,3912,,
2018,5,21,9,4248,,
2018,5,21,10,4656,,
2018,5,21,11,4608,,
2018,5,21,12,4656,,
2018,5,21,13,4800,,
2018,5,21,14,4968,,
2018,5,21,15,5232,,
2018,5,21,16,5160,,
2018,5,21,17,4704,,
2018,5,21,18,4344,,
2018,5,21,19,4104,,
2018,5,21,20,4176,,
2018,5,21,21,4152,,
2018,5,21,22,4056,,
2018,5,21,23,3768,,
2018,5,21,24,3744,,
2018,5,22,1,3504,,
2018,5,22,2,3240,,
2018,5,22,3,3000,,
2018,5,22,4,3000,,
2018,5,22,5,3096,,
2018,5,22,6,3384,,
2018,5,22,7,3744,,
2018,5,22,8,4032,,
2018,5,22,9,4272,,
2018,5,22,10,4440,,
2018,5,22,11,4608,,
2018,5,22,12,4632,,
2018,5,22,13,4800,,
2018,5,22,14,5112,,
2018,5,22,15,5112,,
2018,5,22,16,4968,,
2018,5,22,17,4704,,
2018,5,22,18,4296,,
2018,5,22,19,4416,,
2018,5,22,20,4392,,
2018,5,22,21,4440,,
2018,5,22,22,4416,,
2018,5,22,23,4152,,
2018,5,22,24,3960,,
2018,5,23,1,3816,,
2018,5,23,2,3624,,
2018,5,23,3,3408,,
2018,5,23,4,3408,,
2018,5,23,5,3336,,
2018,5,23,6,3384,,
2018,5,23,7,3720,,
2018,5,23,8,4032,,
2018,5,23,9,4440,,
2018,5,23,10,4536,,
2018,5,23,11,4392,,
2018,5,23,12,4872,,
2018,5,23,13,4872,,
2018,5,23,14,5376,,
2018,5,23,15,5688,,
2018,5,23,16,5400,,
2018,5,23,17,5256,,
2018,5,23,18,4872,,
2018,5,23,19,4944,,
2018,5,23,20,4728,,
2018,5,23,21,4608,,
2018,5,23,22,4464,,
2018,5,23,23,4344,,
2018,5,23,24,4152,,
2018,5,24,1,3912,,
2018,5,24,2,3624,,
2018,5,24,3,3312,,
2018,5,24,4,2520,,
2018,5,24,5,3072,,
2018,5,24,6,3600,,
2018,5,24,7,3888,,
2018,5,24,8,3984,,
2018,5,24,9,4176,,
2018,5,24,10,4536,,
2018,5,24,11,5424,,
2018,5,24,12,5472,,
2018,5,24,13,4704,,
2018,5,24,14,5280,,
2018,5,24,15,5904,,
2018,5,24,16,4776,,
2018,5,24,17,4872,,
2018,5,24,18,4848,,
2018,5,24,19,4800,,
2018,5,24,20,4656,,
2018,5,24,21,4488,,
2018,5,24,22,4416,,
2018,5,24,23,4176,,
2018,5,24,24,3912,,
2018,5,25,1,3744,,
2018,5,25,2,3480,,
2018,5,25,3,3288,,
2018,5,25,4,3312,,
2018,5,25,5,3288,,
2018,5,25,6,3456,,
2018,5,25,7,3552,,
2018,5,25,8,4032,,
2018,5,25,9,4104,,
2018,5,25,10,4248,,
2018,5,25,11,5184,,
2018,5,25,12,5232,,
2018,5,25,13,4752,,
2018,5,25,14,5136,,
2018,5,25,15,5616,,
2018,5,25,16,4944,,
2018,5,25,17,4896,,
2018,5,25,18,4920,,
2018,5,25,19,4896,,
2018,5,25,20,4704,,
2018,5,25,21,4608,,
2018,5,25,22,4608,,
2018,5,25,23,4488,,
2018,5,25,24,4152,,
2018,5,26,1,3864,,
2018,5,26,2,3648,,
2018,5,26,3,3480,,
2018,5,26,4,3552,,
2018,5,26,5,3408,,
2018,5,26,6,3264,,
2018,5,26,7,3360,,
2018,5,26,8,3888,,
2018,5,26,9,4320,,
2018,5,26,10,4512,,
2018,5,26,11,4680,,
2018,5,26,12,4704,,
2018,5,26,13,4632,,
2018,5,26,14,4824,,
2018,5,26,15,4968,,
2018,5,26,16,4944,,
2018,5,26,17,4968,,
2018,5,26,18,4872,,
2018,5,26,19,4776,,
2018,5,26,20,4488,,
2018,5,26,21,4488,,
2018,5,26,22,4416,,
2018,5,26,23,4392,,
2018,5,26,24,4248,,
2018,5,27,1,4032,,
2018,5,27,2,3768,,
2018,5,27,3,3624,,
2018,5,27,4,3576,,
2018,5,27,5,3528,,
2018,5,27,6,3480,,
2018,5,27,7,3432,,
2018,5,27,8,3840,,
2018,5,27,9,4320,,
2018,5,27,10,4584,,
2018,5,27,11,4680,,
2018,5,27,12,4920,,
2018,5,27,13,4944,,
2018,5,27,14,4824,,
2018,5,27,15,4776,,
2018,5,27,16,4824,,
2018,5,27,17,4800,,
2018,5,27,18,4848,,
2018,5,27,19,4752,,
2018,5,27,20,4464,,
2018,5,27,21,4464,,
2018,5,27,22,4512,,
2018,5,27,23,4128,,
2018,5,27,24,3768,,
2018,5,28,1,3336,,
2018,5,28,2,3264,,
2018,5,28,3,3336,,
2018,5,28,4,3432,,
2018,5,28,5,3408,,
2018,5,28,6,3408,,
2018,5,28,7,3072,,
2018,5,28,8,2880,,
2018,5,28,9,3000,,
2018,5,28,10,3216,,
2018,5,28,11,3336,,
2018,5,28,12,3480,,
2018,5,28,13,3480,,
2018,5,28,14,3336,,
2018,5,28,15,3240,,
2018,5,28,16,3192,,
2018,5,28,17,3240,,
2018,5,28,18,3144,,
2018,5,28,19,3048,,
2018,5,28,20,3096,,
2018,5,28,21,3192,,
2018,5,28,22,3168,,
2018,5,28,23,3024,,
2018,5,28,24,3072,,
2018,5,29,1,2976,,
2018,5,29,2,2832,,
2018,5,29,3,2784,,
2018,5,29,4,2808,,
2018,5,29,5,2832,,
2018,5,29,6,3072,,
2018,5,29,7,3696,,
2018,5,29,8,3912,,
2018,5,29,9,4224,,
2018,5,29,10,4440,,
2018,5,29,11,4560,,
2018,5,29,12,4704,,
2018,5,29,13,4608,,
2018,5,29,14,5256,,
2018,5,29,15,5160,,
2018,5,29,16,4752,,
2018,5,29,17,4728,,
2018,5,29,18,4512,,
2018,5,29,19,4440,,
2018,5,29,20,4248,,
2018,5,29,21,4320,,
2018,5,29,22,3864,,
2018,5,29,23,3096,,
2018,5,29,24,3576,,
2018,5,30,1,3744,,
2018,5,30,2,3312,,
2018,5,30,3,3144,,
2018,5,30,4,3120,,
2018,5,30,5,2976,,
2018,5,30,6,3120,,
2018,5,30,7,3504,,
2018,5,30,8,3960,,
2018,5,30,9,4320,,
2018,5,30,10,3984,,
2018,5,30,11,4296,,
2018,5,30,12,4968,,
2018,5,30,13,5256,,
2018,5,30,14,5424,,
2018,5,30,15,5448,,
2018,5,30,16,5400,,
2018,5,30,17,5400,,
2018,5,30,18,5112,,
2018,5,30,19,4944,,
2018,5,30,20,4896,,
2018,5,30,21,4632,,
2018,5,30,22,4632,,
2018,5,30,23,3384,,
2018,5,30,24,3816,,
2018,5,31,1,3576,,
2018,5,31,2,3144,,
2018,5,31,3,3216,,
2018,5,31,4,2952,,
2018,5,31,5,3456,,
2018,5,31,6,3696,,
2018,5,31,7,3960,,
2018,5,31,8,4200,,
2018,5,31,9,4656,,
2018,5,31,10,5184,,
2018,5,31,11,5520,,
2018,5,31,12,6096,,
2018,5,31,13,5280,,
2018,5,31,14,5928,,
2018,5,31,15,5976,,
2018,5,31,16,5112,,
2018,5,31,17,5304,,
2018,5,31,18,4944,,
2018,5,31,19,4656,,
2018,5,31,20,4584,,
2018,5,31,21,4680,,
2018,5,31,22,4848,,
2018,5,31,23,4440,,
2018,5,31,24,4200,,
2018,6,1,1,4056,,
2018,6,1,2,3624,,
2018,6,1,3,3384,,
2018,6,1,4,3384,,
2018,6,1,5,3312,,
2018,6,1,6,3408,,
2018,6,1,7,3960,,
2018,6,1,8,4440,,
2018,6,1,9,4848,,
2018,6,1,10,4968,,
2018,6,1,11,4800,,
2018,6,1,12,5088,,
2018,6,1,13,5328,,
2018,6,1,14,5472,,
2018,6,1,15,5640,,
2018,6,1,16,5832,,
2018,6,1,17,5832,,
2018,6,1,18,5448,,
2018,6,1,19,5328,,
2018,6,1,20,5160,,
2018,6,1,21,5016,,
2018,6,1,22,4848,,
2018,6,1,23,4512,,
2018,6,1,24,3864,,
2018,6,2,1,3600,,
2018,6,2,2,3720,,
2018,6,2,3,3696,,
2018,6,2,4,3240,,
2018,6,2,5,3384,,
2018,6,2,6,3336,,
2018,6,2,7,3312,,
2018,6,2,8,3648,,
2018,6,2,9,4200,,
2018,6,2,10,4392,,
2018,6,2,11,4536,,
2018,6,2,12,4920,,
2018,6,2,13,4968,,
2018,6,2,14,4560,,
2018,6,2,15,4608,,
2018,6,2,16,4632,,
2018,6,2,17,4488,,
2018,6,2,18,4464,,
2018,6,2,19,4416,,
2018,6,2,20,4320,,
2018,6,2,21,4416,,
2018,6,2,22,4344,,
2018,6,2,23,4176,,
2018,6,2,24,4056,,
2018,6,3,1,3768,,
2018,6,3,2,3408,,
2018,6,3,3,3240,,
2018,6,3,4,3168,,
2018,6,3,5,3072,,
2018,6,3,6,3120,,
2018,6,3,7,3096,,
2018,6,3,8,3456,,
2018,6,3,9,3936,,
2018,6,3,10,4248,,
2018,6,3,11,4176,,
2018,6,3,12,4296,,
2018,6,3,13,4392,,
2018,6,3,14,4584,,
2018,6,3,15,4848,,
2018,6,3,16,4560,,
2018,6,3,17,4296,,
2018,6,3,18,4344,,
2018,6,3,19,4344,,
2018,6,3,20,4080,,
2018,6,3,21,4056,,
2018,6,3,22,4008,,
2018,6,3,23,3816,,
2018,6,3,24,3696,,
2018,6,4,1,3576,,
2018,6,4,2,3360,,
2018,6,4,3,3072,,
2018,6,4,4,3024,,
2018,6,4,5,2904,,
2018,6,4,6,3096,,
2018,6,4,7,3528,,
2018,6,4,8,3864,,
2018,6,4,9,3912,,
2018,6,4,10,3936,,
2018,6,4,11,4344,,
2018,6,4,12,4608,,
2018,6,4,13,4704,,
2018,6,4,14,4680,,
2018,6,4,15,4728,,
2018,6,4,16,4728,,
2018,6,4,17,4800,,
2018,6,4,18,4680,,
2018,6,4,19,4776,,
2018,6,4,20,4560,,
2018,6,4,21,4464,,
2018,6,4,22,4344,,
2018,6,4,23,4152,,
2018,6,4,24,3912,,
2018,6,5,1,3648,,
2018,6,5,2,3144,,
2018,6,5,3,3000,,
2018,6,5,4,3096,,
2018,6,5,5,3000,,
2018,6,5,6,3192,,
2018,6,5,7,3576,,
2018,6,5,8,4008,,
2018,6,5,9,4224,,
2018,6,5,10,4632,,
2018,6,5,11,4584,,
2018,6,5,12,4704,,
2018,6,5,13,4728,,
2018,6,5,14,4800,,
2018,6,5,15,4920,,
2018,6,5,16,4848,,
2018,6,5,17,4776,,
2018,6,5,18,4584,,
2018,6,5,19,4488,,
2018,6,5,20,4416,,
2018,6,5,21,4320,,
2018,6,5,22,4296,,
2018,6,5,23,4032,,
2018,6,5,24,3888,,
2018,6,6,1,3576,,
2018,6,6,2,3480,,
2018,6,6,3,3072,,
2018,6,6,4,2880,,
2018,6,6,5,2880,,
2018,6,6,6,3144,,
2018,6,6,7,3600,,
2018,6,6,8,3960,,
2018,6,6,9,4392,,
2018,6,6,10,4536,,
2018,6,6,11,4536,,
2018,6,6,12,4824,,
2018,6,6,13,4920,,
2018,6,6,14,4920,,
2018,6,6,15,4752,,
2018,6,6,16,4992,,
2018,6,6,17,4944,,
2018,6,6,18,4704,,
2018,6,6,19,4512,,
2018,6,6,20,4464,,
2018,6,6,21,4272,,
2018,6,6,22,4272,,
2018,6,6,23,4080,,
2018,6,6,24,3864,,
2018,6,7,1,3696,,
2018,6,7,2,3336,,
2018,6,7,3,3048,,
2018,6,7,4,3072,,
2018,6,7,5,2952,,
2018,6,7,6,3072,,
2018,6,7,7,3480,,
2018,6,7,8,3936,,
2018,6,7,9,4296,,
2018,6,7,10,4344,,
2018,6,7,11,4104,,
2018,6,7,12,4200,,
2018,6,7,13,4656,,
2018,6,7,14,4944,,
2018,6,7,15,5232,,
2018,6,7,16,5088,,
2018,6,7,17,4968,,
2018,6,7,18,4872,,
2018,6,7,19,4776,,
2018,6,7,20,4776,,
2018,6,7,21,4680,,
2018,6,7,22,4464,,
2018,6,7,23,4248,,
2018,6,7,24,3960,,
2018,6,8,1,3792,,
2018,6,8,2,3600,,
2018,6,8,3,3288,,
2018,6,8,4,3000,,
2018,6,8,5,3000,,
2018,6,8,6,3288,,
2018,6,8,7,3648,,
2018,6,8,8,3696,,
2018,6,8,9,4176,,
2018,6,8,10,4800,,
2018,6,8,11,5880,,
2018,6,8,12,5400,,
2018,6,8,13,5160,,
2018,6,8,14,5112,,
2018,6,8,15,5112,,
2018,6,8,16,5088,,
2018,6,8,17,5208,,
2018,6,8,18,5064,,
2018,6,8,19,5016,,
2018,6,8,20,4800,,
2018,6,8,21,4776,,
2018,6,8,22,4680,,
2018,6,8,23,4416,,
2018,6,8,24,4344,,
2018,6,9,1,3816,,
2018,6,9,2,3504,,
2018,6,9,3,3264,,
2018,6,9,4,3216,,
2018,6,9,5,3048,,
2018,6,9,6,3048,,
2018,6,9,7,3144,,
2018,6,9,8,3576,,
2018,6,9,9,4176,,
2018,6,9,10,4320,,
2018,6,9,11,4560,,
2018,6,9,12,4848,,
2018,6,9,13,4872,,
2018,6,9,14,4992,,
2018,6,9,15,4944,,
2018,6,9,16,4968,,
2018,6,9,17,4968,,
2018,6,9,18,4992,,
2018,6,9,19,4992,,
2018,6,9,20,4728,,
2018,6,9,21,4704,,
2018,6,9,22,4608,,
2018,6,9,23,4368,,
2018,6,9,24,4320,,
2018,6,10,1,4008,,
2018,6,10,2,3888,,
2018,6,10,3,3624,,
2018,6,10,4,3552,,
2018,6,10,5,3048,,
2018,6,10,6,3144,,
2018,6,10,7,3264,,
2018,6,10,8,3672,,
2018,6,10,9,4224,,
2018,6,10,10,4512,,
2018,6,10,11,4656,,
2018,6,10,12,4728,,
2018,6,10,13,4920,,
2018,6,10,14,4944,,
2018,6,10,15,5112,,
2018,6,10,16,4968,,
2018,6,10,17,5136,,
2018,6,10,18,5040,,
2018,6,10,19,4992,,
2018,6,10,20,4920,,
2018,6,10,21,4848,,
2018,6,10,22,4776,,
2018,6,10,23,4560,,
2018,6,10,24,4200,,
2018,6,11,1,3672,,
2018,6,11,2,3312,,
2018,6,11,3,3264,,
2018,6,11,4,3240,,
2018,6,11,5,3288,,
2018,6,11,6,3360,,
2018,6,11,7,3720,,
2018,6,11,8,4368,,
2018,6,11,9,4560,,
2018,6,11,10,4824,,
2018,6,11,11,4872,,
2018,6,11,12,5016,,
2018,6,11,13,4896,,
2018,6,11,14,4704,,
2018,6,11,15,4392,,
2018,6,11,16,4344,,
2018,6,11,17,4224,,
2018,6,11,18,3936,,
2018,6,11,19,3888,,
2018,6,11,20,4008,,
2018,6,11,21,4104,,
2018,6,11,22,3984,,
2018,6,11,23,3840,,
2018,6,11,24,3720,,
2018,6,12,1,3600,,
2018,6,12,2,3408,,
2018,6,12,3,3096,,
2018,6,12,4,2952,,
2018,6,12,5,3000,,
2018,6,12,6,3168,,
2018,6,12,7,3528,,
2018,6,12,8,3864,,
2018,6,12,9,4272,,
2018,6,12,10,4368,,
2018,6,12,11,4272,,
2018,6,12,12,4464,,
2018,6,12,13,4440,,
2018,6,12,14,4488,,
2018,6,12,15,4584,,
2018,6,12,16,4488,,
2018,6,12,17,4296,,
2018,6,12,18,3984,,
2018,6,12,19,4008,,
2018,6,12,20,4152,,
2018,6,12,21,4200,,
2018,6,12,22,4128,,
2018,6,12,23,4032,,
2018,6,12,24,3936,,
2018,6,13,1,3504,,
2018,6,13,2,3360,,
2018,6,13,3,3192,,
2018,6,13,4,3120,,
2018,6,13,5,2976,,
2018,6,13,6,3000,,
2018,6,13,7,3384,,
2018,6,13,8,4080,,
2018,6,13,9,4560,,
2018,6,13,10,4656,,
2018,6,13,11,4656,,
2018,6,13,12,4944,,
2018,6,13,13,4920,,
2018,6,13,14,4968,,
2018,6,13,15,5064,,
2018,6,13,16,5184,,
2018,6,13,17,5304,,
2018,6,13,18,5064,,
2018,6,13,19,5112,,
2018,6,13,20,5040,,
2018,6,13,21,4896,,
2018,6,13,22,4776,,
2018,6,13,23,4560,,
2018,6,13,24,4272,,
2018,6,14,1,4080,,
2018,6,14,2,3672,,
2018,6,14,3,3336,,
2018,6,14,4,3336,,
2018,6,14,5,3216,,
2018,6,14,6,3384,,
2018,6,14,7,3864,,
2018,6,14,8,4464,,
2018,6,14,9,4920,,
2018,6,14,10,5184,,
2018,6,14,11,5304,,
2018,6,14,12,5400,,
2018,6,14,13,5520,,
2018,6,14,14,5760,,
2018,6,14,15,5760,,
